combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
ADAIR-KY-2020-5,3,9,4,0,NA,10,8,0,24,22,0,14,4,14,4,3,10,34
ADAIR-KY-2020-6,5,10,5,0,NA,11,6,0,26,6,0,0,14,0,14,10,10,18
ADAIR-KY-2020-7,1,15,1,0,NA,24,25,0,65,2,0,0,41,0,41,14,15,38
ADAIR-KY-2020-8,6,8,3,0,NA,10,7,0,28,12,0,4,13,4,13,7,11,23
ADAIR-KY-2020-9,3,15,9,0,NA,42,25,0,83,9,0,8,53,8,53,21,21,53
ADAIR-OK-2020-1,17,14,14,0,NA,23,35,5,46,21,11,5,58,5,58,49,28,12
ADAIR-OK-2020-10,6,6,3,0,NA,27,29,3,32,21,19,1,58,1,58,57,14,10
ADAIR-OK-2020-11,9,5,7,0,NA,23,15,1,41,7,4,0,39,0,39,31,16,9
ADAIR-OK-2020-12,2,1,8,0,NA,17,20,2,31,10,7,1,38,1,38,38,13,8
ADAIR-OK-2020-2,8,14,8,0,NA,22,30,5,48,22,12,6,51,6,51,42,23,27
ADAIR-OK-2020-3,12,25,10,0,NA,24,40,3,54,17,18,5,61,5,61,41,36,16
ADAIR-OK-2020-4,10,9,5,0,NA,24,28,6,39,14,14,0,58,0,58,47,19,12
ADAIR-OK-2020-5,17,15,24,0,NA,32,44,4,64,9,21,2,78,2,78,48,34,16
ADAIR-OK-2020-6,12,12,15,0,NA,22,43,8,46,15,25,2,71,2,71,59,30,9
ADAIR-OK-2020-7,9,16,17,0,NA,42,32,0,55,14,13,2,71,2,71,43,34,13
ADAIR-OK-2020-8,14,19,20,0,NA,40,32,7,49,25,25,3,76,3,76,57,35,11
ADAIR-OK-2020-9,5,7,8,0,NA,22,14,2,22,24,10,0,38,0,38,27,16,16
ADAMS-CO-2020-1,334,328,354,4,NA,1319,1101,34,1971,659,46,166,2212,166,2212,2552,591,716
ADAMS-CO-2020-10,266,279,254,0,NA,1351,1102,55,1509,574,19,159,2304,159,2304,2619,521,442
ADAMS-CO-2020-11,263,271,283,14,NA,1513,1154,66,1748,661,29,103,2434,103,2434,2848,534,506
ADAMS-CO-2020-12,252,269,201,15,NA,1480,1242,112,1539,548,29,81,2611,81,2611,3009,420,454
ADAMS-CO-2020-2,233,242,225,3,NA,1038,916,19,1365,671,25,149,1751,149,1751,2143,475,492
ADAMS-CO-2020-3,282,281,244,5,NA,1178,916,36,1656,603,35,134,1884,134,1884,2205,523,564
ADAMS-CO-2020-4,235,289,201,8,NA,1405,1046,124,1892,754,37,78,2348,78,2348,2784,488,591
ADAMS-CO-2020-5,320,328,265,3,NA,1336,1147,162,1691,806,25,135,2317,135,2317,2638,563,598
ADAMS-CO-2020-6,249,255,240,3,NA,1258,1041,53,1536,545,25,94,2201,94,2201,2549,451,472
ADAMS-CO-2020-7,408,349,335,8,NA,1340,1131,141,1773,536,44,155,2339,155,2339,2524,649,559
ADAMS-CO-2020-8,325,343,295,4,NA,1353,1108,77,1569,512,27,94,2306,94,2306,2617,587,404
ADAMS-CO-2020-9,317,312,299,20,NA,1547,1116,78,1921,608,18,135,2474,135,2474,2762,591,650
ADAMS-IA-2020-1,0,0,1,0,NA,2,0,0,1,1,0,0,2,0,2,1,1,0
ADAMS-IA-2020-10,1,1,1,0,NA,2,1,0,3,0,0,0,3,0,3,1,2,1
ADAMS-IA-2020-11,0,0,4,0,NA,4,0,0,5,0,0,4,0,4,0,0,4,1
ADAMS-IA-2020-12,1,1,1,0,NA,5,2,0,4,0,0,0,7,0,7,6,1,2
ADAMS-IA-2020-2,6,6,6,0,NA,6,1,0,13,1,0,6,1,6,1,2,6,7
ADAMS-IA-2020-3,4,3,6,0,NA,4,7,0,14,1,0,2,9,2,9,0,11,4
ADAMS-IA-2020-4,3,0,2,0,NA,16,3,0,19,11,0,1,18,1,18,9,10,12
ADAMS-IA-2020-5,1,0,1,0,NA,2,2,0,2,0,0,0,4,0,4,2,2,0
ADAMS-IA-2020-6,3,2,1,0,NA,2,2,0,8,4,0,0,4,0,4,2,3,8
ADAMS-IA-2020-7,3,3,3,0,NA,2,3,0,12,6,0,1,4,1,4,1,4,13
ADAMS-IA-2020-8,1,5,2,0,NA,3,6,0,7,0,0,6,3,6,3,3,6,1
ADAMS-IA-2020-9,0,0,0,0,NA,8,1,0,0,4,0,0,9,0,9,11,0,0
ADAMS-ID-2020-1,7,6,6,0,NA,2,14,0,11,12,0,9,7,9,7,8,8,14
ADAMS-ID-2020-10,1,0,3,0,NA,8,4,0,10,4,0,1,11,1,11,19,4,7
ADAMS-ID-2020-11,0,0,0,0,NA,2,0,0,0,0,0,0,2,0,2,12,0,0
ADAMS-ID-2020-12,0,0,1,0,NA,3,1,0,9,5,0,0,4,0,4,15,1,12
ADAMS-ID-2020-2,3,4,4,0,NA,1,8,0,14,2,0,5,4,5,4,5,5,10
ADAMS-ID-2020-3,8,6,8,0,NA,8,9,0,17,13,0,0,17,0,17,9,10,19
ADAMS-ID-2020-4,3,3,4,1,NA,11,2,0,11,2,0,0,13,0,13,14,4,4
ADAMS-ID-2020-5,3,2,4,0,NA,7,5,0,9,1,0,0,12,0,12,9,5,4
ADAMS-ID-2020-6,0,1,1,0,NA,2,2,0,3,3,0,1,3,1,3,6,1,2
ADAMS-ID-2020-7,4,4,4,0,NA,7,5,0,7,3,0,0,12,0,12,15,5,3
ADAMS-ID-2020-8,1,0,8,0,NA,6,5,3,15,15,0,0,14,0,14,18,9,17
ADAMS-ID-2020-9,0,0,0,0,NA,4,3,0,1,3,0,0,7,0,7,18,0,1
ADAMS-ND-2020-1,0,0,0,0,NA,0,1,0,2,0,0,0,1,0,1,2,0,1
ADAMS-ND-2020-10,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,2,0,0
ADAMS-ND-2020-11,2,5,1,0,NA,3,4,0,4,3,0,3,3,3,3,1,6,0
ADAMS-ND-2020-12,0,0,0,0,NA,1,0,0,4,0,0,0,1,0,1,3,0,1
ADAMS-ND-2020-2,1,1,0,0,NA,1,4,0,3,2,0,0,5,0,5,4,2,0
ADAMS-ND-2020-3,0,0,1,0,NA,2,3,0,3,0,0,1,4,1,4,6,1,1
ADAMS-ND-2020-4,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,2
ADAMS-ND-2020-5,2,1,1,0,NA,1,1,0,5,1,0,1,1,1,1,3,2,1
ADAMS-ND-2020-6,1,0,2,0,NA,1,4,0,5,2,0,2,3,2,3,4,4,2
ADAMS-ND-2020-7,0,1,0,0,NA,2,0,0,2,0,0,0,2,0,2,1,1,1
ADAMS-ND-2020-8,0,0,0,0,NA,1,0,0,1,0,0,0,1,0,1,4,0,1
ADAMS-ND-2020-9,1,2,1,0,NA,6,2,0,3,1,0,1,7,1,7,6,3,0
ADAMS-OH-2020-1,4,17,9,0,NA,27,12,1,31,9,7,1,37,1,37,21,26,4
ADAMS-OH-2020-10,2,7,5,0,NA,24,16,1,21,8,15,9,32,9,32,31,12,8
ADAMS-OH-2020-11,3,7,3,0,NA,19,12,1,15,6,12,3,28,3,28,23,9,4
ADAMS-OH-2020-12,1,6,0,0,NA,7,12,1,15,1,5,0,20,0,20,16,7,0
ADAMS-OH-2020-2,1,4,0,0,NA,27,17,0,29,23,8,2,42,2,42,42,10,8
ADAMS-OH-2020-3,4,15,7,0,NA,47,20,0,31,20,21,9,58,9,58,45,25,9
ADAMS-OH-2020-4,10,22,3,0,NA,14,45,0,32,37,8,36,23,36,23,18,29,30
ADAMS-OH-2020-5,2,4,5,0,NA,19,13,0,16,2,14,2,30,2,30,26,7,2
ADAMS-OH-2020-6,11,9,7,0,NA,18,16,1,19,5,11,1,34,1,34,18,18,1
ADAMS-OH-2020-7,3,2,4,0,NA,19,13,1,20,4,10,1,32,1,32,26,8,3
ADAMS-OH-2020-8,1,0,0,0,NA,13,20,1,21,7,5,0,34,0,34,31,3,2
ADAMS-OH-2020-9,1,2,0,0,NA,21,12,1,16,7,19,3,31,3,31,34,5,5
ADAMS-PA-2020-1,1,0,0,0,NA,6,6,0,1,0,0,1,11,1,11,11,1,0
ADAMS-PA-2020-10,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,2
ADAMS-PA-2020-11,1,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,0,1,0
ADAMS-PA-2020-12,0,2,0,0,NA,18,4,0,31,0,0,0,22,0,22,20,2,9
ADAMS-PA-2020-2,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0
ADAMS-PA-2020-3,1,1,1,0,NA,0,1,0,0,0,0,0,1,0,1,0,1,0
ADAMS-PA-2020-4,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
ADAMS-PA-2020-7,0,0,0,0,NA,3,0,0,2,0,0,0,3,0,3,1,2,0
ADAMS-WA-2020-1,12,16,12,11,NA,42,43,0,101,10,0,9,76,9,76,99,23,40
ADAMS-WA-2020-10,1,2,2,0,NA,22,25,0,15,5,0,2,45,2,45,56,3,8
ADAMS-WA-2020-11,7,4,7,8,NA,36,33,0,47,16,0,2,67,2,67,73,16,20
ADAMS-WA-2020-12,7,4,3,0,NA,44,28,0,10,7,0,4,68,4,68,93,9,1
ADAMS-WA-2020-2,8,10,52,0,NA,97,40,0,80,5,0,49,88,49,88,96,66,7
ADAMS-WA-2020-3,15,15,14,4,NA,84,52,0,105,22,0,5,131,5,131,110,36,35
ADAMS-WA-2020-4,8,7,12,1,NA,53,29,0,55,13,0,8,74,8,74,74,23,22
ADAMS-WA-2020-5,10,8,11,3,NA,50,49,0,38,11,0,8,91,8,91,88,24,2
ADAMS-WA-2020-6,8,4,1,2,NA,29,17,0,31,2,0,4,42,4,42,39,12,9
ADAMS-WA-2020-7,7,4,6,0,NA,38,28,0,37,8,0,5,61,5,61,54,22,14
ADAMS-WA-2020-8,11,8,19,4,NA,27,32,0,38,10,0,9,50,9,50,50,27,3
ADAMS-WA-2020-9,18,14,13,0,NA,48,41,0,52,12,0,17,72,17,72,70,26,10
ADAMS-WI-2020-1,0,0,0,0,NA,2,0,0,1,0,0,0,2,0,2,4,0,0
ADAMS-WI-2020-10,1,1,3,0,NA,4,1,0,5,5,0,2,3,2,3,8,3,2
ADAMS-WI-2020-11,1,1,2,0,NA,3,4,0,3,1,0,1,6,1,6,9,2,0
ADAMS-WI-2020-12,0,4,4,0,NA,4,4,0,5,10,0,4,4,4,4,12,4,2
ADAMS-WI-2020-2,0,0,0,0,NA,0,5,0,1,3,0,1,4,1,4,5,1,0
ADAMS-WI-2020-3,7,6,8,1,NA,11,12,0,24,3,0,1,22,1,22,16,11,2
ADAMS-WI-2020-4,0,0,0,0,NA,1,9,0,13,0,0,0,10,0,10,13,0,2
ADAMS-WI-2020-5,14,12,14,0,NA,4,17,0,26,10,0,10,11,10,11,4,17,19
ADAMS-WI-2020-6,1,0,2,0,NA,8,14,0,22,16,0,0,22,0,22,21,3,21
ADAMS-WI-2020-7,3,3,4,0,NA,8,6,0,9,6,0,1,13,1,13,13,6,4
ADAMS-WI-2020-8,3,3,4,0,NA,7,9,0,20,4,0,2,13,2,13,23,4,10
ADAMS-WI-2020-9,2,1,1,0,NA,7,6,0,9,4,0,0,13,0,13,19,2,2
ADDISON-VT-2020-1,1,4,5,0,NA,9,22,0,8,4,0,3,28,3,28,31,7,2
ADDISON-VT-2020-10,7,11,7,0,NA,23,14,0,16,1,0,4,33,4,33,31,13,2
ADDISON-VT-2020-11,10,9,7,0,NA,36,31,0,13,6,0,2,61,2,61,59,15,0
ADDISON-VT-2020-12,2,3,1,0,NA,10,20,0,9,3,0,1,29,1,29,34,4,2
ADDISON-VT-2020-2,5,7,3,0,NA,19,13,0,18,1,0,3,29,3,29,25,13,4
ADDISON-VT-2020-3,2,2,4,0,NA,13,15,2,9,5,0,0,28,0,28,29,10,1
ADDISON-VT-2020-4,6,7,6,0,NA,16,22,0,15,4,0,3,35,3,35,30,12,1
ADDISON-VT-2020-5,4,5,4,0,NA,19,48,0,38,21,0,2,65,2,65,70,10,5
ADDISON-VT-2020-6,2,8,5,0,NA,21,27,0,15,9,0,0,48,0,48,43,13,5
ADDISON-VT-2020-7,6,13,6,0,NA,37,41,0,22,9,0,2,76,2,76,70,21,5
ADDISON-VT-2020-8,3,9,5,0,NA,24,25,0,10,6,1,0,49,0,49,43,12,1
ADDISON-VT-2020-9,5,3,5,0,NA,17,25,0,14,1,0,2,40,2,40,45,7,1
AIKEN-SC-2020-1,145,137,192,0,NA,465,448,10,611,195,298,89,806,89,806,850,298,150
AIKEN-SC-2020-10,158,151,191,0,NA,505,504,10,674,245,280,75,918,75,918,863,318,192
AIKEN-SC-2020-11,158,136,174,0,NA,345,366,7,481,142,194,46,655,46,655,587,292,114
AIKEN-SC-2020-12,39,45,34,0,NA,125,84,0,168,58,13,29,175,29,175,230,79,57
AIKEN-SC-2020-2,140,134,181,0,NA,468,429,5,585,239,249,85,787,85,787,813,303,169
AIKEN-SC-2020-3,124,93,143,0,NA,394,426,8,517,260,237,40,763,40,763,766,265,134
AIKEN-SC-2020-4,136,109,144,1,NA,368,435,14,538,193,277,43,744,43,744,784,249,121
AIKEN-SC-2020-5,234,202,264,0,NA,529,584,11,758,296,299,52,1037,52,1037,867,433,191
AIKEN-SC-2020-6,184,170,188,0,NA,529,558,21,710,310,305,83,997,83,997,981,339,185
AIKEN-SC-2020-7,158,119,212,0,NA,477,546,1,626,298,285,79,930,79,930,861,343,187
AIKEN-SC-2020-8,157,131,182,0,NA,470,496,16,615,229,303,67,880,67,880,792,353,153
AIKEN-SC-2020-9,178,175,203,0,NA,423,466,8,607,239,228,71,738,71,738,724,323,191
ALAMOSA-CO-2020-1,20,25,16,0,NA,26,37,0,73,32,0,5,58,5,58,75,33,19
ALAMOSA-CO-2020-10,12,17,12,0,NA,29,43,0,77,19,0,6,66,6,66,91,23,14
ALAMOSA-CO-2020-11,8,18,7,0,NA,30,33,0,40,39,0,3,60,3,60,78,20,12
ALAMOSA-CO-2020-12,16,23,26,0,NA,41,58,0,62,61,0,3,96,3,96,113,42,18
ALAMOSA-CO-2020-2,11,18,9,0,NA,19,32,0,58,24,1,4,47,4,47,63,23,12
ALAMOSA-CO-2020-3,7,14,9,0,NA,26,24,0,36,13,1,3,47,3,47,59,17,2
ALAMOSA-CO-2020-4,16,23,14,0,NA,56,45,0,97,22,0,2,99,2,99,100,35,10
ALAMOSA-CO-2020-5,13,22,5,0,NA,42,39,1,86,25,9,3,79,3,79,92,27,11
ALAMOSA-CO-2020-6,11,24,6,0,NA,35,31,2,77,18,2,8,60,8,60,70,30,9
ALAMOSA-CO-2020-7,9,18,10,0,NA,32,34,0,47,19,0,9,57,9,57,61,22,9
ALAMOSA-CO-2020-8,9,20,9,0,NA,24,32,0,43,16,0,2,54,2,54,50,26,7
ALAMOSA-CO-2020-9,12,15,7,0,NA,32,44,0,99,19,3,6,70,6,70,84,23,28
ALBEMARLE-VA-2020-1,59,54,117,1,NA,235,232,0,423,160,175,63,404,63,404,373,171,214
ALBEMARLE-VA-2020-10,75,54,104,0,NA,141,196,1,206,142,121,12,323,12,323,241,178,52
ALBEMARLE-VA-2020-11,37,26,100,0,NA,187,172,1,257,105,150,39,319,39,319,278,163,71
ALBEMARLE-VA-2020-12,48,43,80,0,NA,161,200,0,209,108,169,21,333,21,333,313,146,30
ALBEMARLE-VA-2020-2,62,60,138,0,NA,218,268,1,443,135,135,74,408,74,408,402,197,119
ALBEMARLE-VA-2020-3,44,40,79,2,NA,196,228,1,315,120,150,24,401,24,401,377,149,63
ALBEMARLE-VA-2020-4,42,22,50,0,NA,157,150,0,205,69,140,8,297,8,297,253,92,72
ALBEMARLE-VA-2020-5,36,42,53,0,NA,155,144,1,231,109,129,7,292,7,292,244,115,114
ALBEMARLE-VA-2020-6,24,36,76,0,NA,174,198,2,235,104,161,11,361,11,361,319,132,50
ALBEMARLE-VA-2020-7,52,43,113,0,NA,252,216,2,288,128,185,15,453,15,453,360,164,79
ALBEMARLE-VA-2020-8,61,54,93,7,NA,174,166,0,261,110,118,33,304,33,304,285,154,54
ALBEMARLE-VA-2020-9,41,49,92,0,NA,163,214,5,267,168,137,12,361,12,361,320,159,94
ALCONA-MI-2020-1,3,2,4,0,NA,6,10,0,12,2,0,4,11,4,11,9,9,2
ALCONA-MI-2020-10,9,11,26,0,NA,25,24,0,22,11,18,2,46,2,46,18,33,0
ALCONA-MI-2020-11,12,13,16,1,NA,17,18,0,15,9,15,8,26,8,26,17,20,2
ALCONA-MI-2020-12,4,4,3,0,NA,10,10,1,14,2,9,0,21,0,21,15,7,3
ALCONA-MI-2020-2,1,5,2,0,NA,7,4,0,7,4,1,3,8,3,8,3,10,0
ALCONA-MI-2020-3,1,1,6,0,NA,11,2,0,9,1,1,1,11,1,11,6,9,0
ALCONA-MI-2020-4,7,4,2,0,NA,9,7,0,9,2,0,2,12,2,12,8,9,0
ALCONA-MI-2020-5,10,8,10,0,NA,7,13,0,15,2,0,0,20,0,20,13,13,0
ALCONA-MI-2020-6,3,0,4,0,NA,12,12,0,9,3,1,0,24,0,24,23,7,0
ALCONA-MI-2020-7,2,11,4,0,NA,12,26,0,21,2,2,1,36,1,36,26,15,2
ALCONA-MI-2020-8,5,9,4,0,NA,24,23,1,23,10,7,8,35,8,35,33,17,10
ALCONA-MI-2020-9,8,8,6,1,NA,9,12,2,13,2,11,6,16,6,16,13,11,2
ALEXANDRIA CITY-VA-2020-1,54,46,97,0,NA,264,290,3,410,156,60,25,530,25,530,549,175,87
ALEXANDRIA CITY-VA-2020-10,78,58,100,0,NA,366,320,9,377,122,128,15,680,15,680,653,181,33
ALEXANDRIA CITY-VA-2020-11,71,66,109,0,NA,283,257,0,357,93,43,12,527,12,527,472,198,35
ALEXANDRIA CITY-VA-2020-12,52,48,95,0,NA,314,235,4,380,103,45,4,542,4,542,557,168,24
ALEXANDRIA CITY-VA-2020-2,53,52,163,2,NA,301,272,3,465,142,46,28,544,28,544,548,216,81
ALEXANDRIA CITY-VA-2020-3,64,51,132,2,NA,266,220,0,362,114,51,29,455,29,455,456,188,55
ALEXANDRIA CITY-VA-2020-4,66,47,84,2,NA,256,226,0,318,94,71,12,469,12,469,444,163,42
ALEXANDRIA CITY-VA-2020-5,75,62,72,0,NA,288,273,2,408,82,49,14,547,14,547,500,175,79
ALEXANDRIA CITY-VA-2020-6,80,79,100,0,NA,256,232,4,341,87,41,7,484,7,484,419,180,74
ALEXANDRIA CITY-VA-2020-7,70,64,110,2,NA,349,261,3,407,83,40,23,588,23,588,544,210,38
ALEXANDRIA CITY-VA-2020-8,80,62,109,0,NA,337,293,6,408,102,65,14,621,14,621,575,215,28
ALEXANDRIA CITY-VA-2020-9,71,68,106,3,NA,426,334,0,486,100,64,14,745,14,745,723,190,46
ALFALFA-OK-2020-1,2,1,1,0,NA,4,1,1,1,2,4,1,5,1,5,5,2,0
ALFALFA-OK-2020-10,1,3,2,0,NA,7,4,3,6,2,13,1,13,1,13,17,4,0
ALFALFA-OK-2020-11,0,0,1,0,NA,3,0,0,3,1,1,0,3,0,3,2,1,2
ALFALFA-OK-2020-12,0,0,0,0,NA,2,0,0,4,1,2,0,2,0,2,6,0,1
ALFALFA-OK-2020-2,0,7,1,0,NA,15,2,0,15,2,7,6,11,6,11,12,8,4
ALFALFA-OK-2020-3,2,3,5,0,NA,9,14,0,11,7,6,2,21,2,21,18,6,0
ALFALFA-OK-2020-4,0,1,0,0,NA,5,2,0,0,1,6,1,6,1,6,6,1,0
ALFALFA-OK-2020-5,1,1,1,0,NA,2,5,2,2,2,9,0,9,0,9,12,1,0
ALFALFA-OK-2020-6,0,2,3,0,NA,10,5,0,12,3,10,2,13,2,13,13,5,7
ALFALFA-OK-2020-7,1,4,1,0,NA,7,8,1,12,3,6,3,13,3,13,11,6,4
ALFALFA-OK-2020-8,0,1,1,0,NA,8,14,0,10,6,12,0,22,0,22,26,2,0
ALFALFA-OK-2020-9,2,6,0,0,NA,7,8,0,6,11,14,0,15,0,15,19,8,4
ALGER-MI-2020-1,8,8,12,0,NA,15,7,2,19,6,7,2,18,2,18,11,14,10
ALGER-MI-2020-10,1,5,6,0,NA,15,1,0,11,4,2,9,7,9,7,4,13,0
ALGER-MI-2020-11,3,3,8,0,NA,11,7,0,12,4,6,7,11,7,11,10,10,4
ALGER-MI-2020-12,2,1,2,0,NA,6,8,0,12,4,7,1,13,1,13,14,3,6
ALGER-MI-2020-2,4,3,9,0,NA,5,13,0,21,15,2,1,17,1,17,14,10,19
ALGER-MI-2020-3,1,1,6,0,NA,3,4,0,11,5,1,0,7,0,7,7,7,4
ALGER-MI-2020-4,8,8,17,0,NA,7,24,0,24,11,13,8,23,8,23,15,17,17
ALGER-MI-2020-5,4,3,9,0,NA,12,10,0,22,10,6,0,18,0,18,17,12,12
ALGER-MI-2020-6,2,2,5,0,NA,9,2,0,16,6,5,0,11,0,11,10,5,16
